atm_inventario_año;atm_inventario_grupo_cont;atm_inventario_sector;atm_inventario_sector_descripcion;atm_inventario_cont_desc;atm_inventario_cont_unidades;atm_inventario_cont_cantidad
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;CH4;t;1694,29
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;CH4;t;953,51
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;CH4;t;0
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;CH4;t;498,85
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;CH4;t;0
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;CH4;t;1794,37
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;CH4;t;31,31
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;CH4;t;74973,46
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;CH4;t;9181,31
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);CH4;t;84,74
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;CO;t;115,8
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;CO;t;19760,9
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;CO;t;7559,23
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;CO;t;1127,35
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;CO;t;0
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;CO;t;142,19
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;CO;t;255829,19
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;CO;t;3684,22
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;CO;t;1243,25
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;CO;t;4989,74
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);CO;t;5831,81
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;CO2;kt;1,45
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;CO2;kt;3976,55
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;CO2;kt;3892,99
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;CO2;kt;688,71
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;CO2;kt;0
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;CO2;kt;0
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;CO2;kt;7222,64
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;CO2;kt;3689,18
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;CO2;kt;4,37
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;CO2;kt;3,23
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);CO2;kt;0
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;N2O;t;0,08
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;N2O;t;26,55
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;N2O;t;49,07
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;N2O;t;0
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;N2O;t;0
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;N2O;t;314,07
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;N2O;t;721,46
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;N2O;t;101,58
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;N2O;t;430,67
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;N2O;t;258,12
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);N2O;t;13,35
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;NH3;t;0
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;NH3;t;46,03
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;NH3;t;113,93
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;NH3;t;0
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;NH3;t;0
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;NH3;t;19,69
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;NH3;t;431,96
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;NH3;t;0,37
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;NH3;t;992,98
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;NH3;t;4410,63
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);NH3;t;46,07
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;SF6;t CO2eq;0
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;SF6;t CO2eq;0
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;SF6;t CO2eq;0
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;SF6;t CO2eq;0
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;SF6;t CO2eq;0
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;SF6;t CO2eq;11289,49
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;SF6;t CO2eq;0
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;SF6;t CO2eq;0
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;SF6;t CO2eq;0
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;SF6;t CO2eq;0
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);SF6;t CO2eq;0
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;HFC;t CO2eq;0
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;HFC;t CO2eq;0
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;HFC;t CO2eq;0
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;HFC;t CO2eq;0
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;HFC;t CO2eq;0
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;HFC;t CO2eq;108
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;HFC;t CO2eq;0
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;HFC;t CO2eq;0
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;HFC;t CO2eq;0
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;HFC;t CO2eq;0
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);HFC;t CO2eq;0
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;PFC;t CO2eq;0
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;PFC;t CO2eq;0
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;PFC;t CO2eq;0
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;PFC;t CO2eq;0
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;PFC;t CO2eq;0
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;PFC;t CO2eq;8,45
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;PFC;t CO2eq;0
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;PFC;t CO2eq;0
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;PFC;t CO2eq;0
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;PFC;t CO2eq;0
1995;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);PFC;t CO2eq;0
1995;Metales pesados;1;Combustión en la producción y transformación de energía;As;kg;0
1995;Metales pesados;2;Plantas de combustión no industrial;As;kg;34,39
1995;Metales pesados;3;Plantas de combustión industrial;As;kg;160,03
1995;Metales pesados;4;Procesos industriales sin combustión;As;kg;9,87
1995;Metales pesados;5;Extracción y distribución de combustibles fósiles y energía geotérmica;As;kg;0
1995;Metales pesados;6;Uso de disolventes y otros productos;As;kg;0
1995;Metales pesados;7;Transporte por carretera;As;kg;7,36
1995;Metales pesados;8;Otros modos de transporte y maquinaria móvil;As;kg;0,11
1995;Metales pesados;9;Tratamiento y eliminación de residuos;As;kg;4,07
1995;Metales pesados;10;Agricultura;As;kg;0,63
1995;Metales pesados;11;Otras fuentes y sumideros (naturaleza);As;kg;0
1995;Metales pesados;1;Combustión en la producción y transformación de energía;Cd;kg;0
1995;Metales pesados;2;Plantas de combustión no industrial;Cd;kg;25,48
1995;Metales pesados;3;Plantas de combustión industrial;Cd;kg;601,25
1995;Metales pesados;4;Procesos industriales sin combustión;Cd;kg;84,01
1995;Metales pesados;5;Extracción y distribución de combustibles fósiles y energía geotérmica;Cd;kg;0
1995;Metales pesados;6;Uso de disolventes y otros productos;Cd;kg;13,76
1995;Metales pesados;7;Transporte por carretera;Cd;kg;21,25
1995;Metales pesados;8;Otros modos de transporte y maquinaria móvil;Cd;kg;0,5
1995;Metales pesados;9;Tratamiento y eliminación de residuos;Cd;kg;3,42
1995;Metales pesados;10;Agricultura;Cd;kg;34,77
1995;Metales pesados;11;Otras fuentes y sumideros (naturaleza);Cd;kg;0
1995;Metales pesados;1;Combustión en la producción y transformación de energía;Cr;kg;0
1995;Metales pesados;2;Plantas de combustión no industrial;Cr;kg;352,6
1995;Metales pesados;3;Plantas de combustión industrial;Cr;kg;619,03
1995;Metales pesados;4;Procesos industriales sin combustión;Cr;kg;70,01
1995;Metales pesados;5;Extracción y distribución de combustibles fósiles y energía geotérmica;Cr;kg;0
1995;Metales pesados;6;Uso de disolventes y otros productos;Cr;kg;0
1995;Metales pesados;7;Transporte por carretera;Cr;kg;310,72
1995;Metales pesados;8;Otros modos de transporte y maquinaria móvil;Cr;kg;15,91
1995;Metales pesados;9;Tratamiento y eliminación de residuos;Cr;kg;3,33
1995;Metales pesados;10;Agricultura;Cr;kg;7,61
1995;Metales pesados;11;Otras fuentes y sumideros (naturaleza);Cr;kg;0
1995;Metales pesados;1;Combustión en la producción y transformación de energía;Cu;kg;0
1995;Metales pesados;2;Plantas de combustión no industrial;Cu;kg;150,43
1995;Metales pesados;3;Plantas de combustión industrial;Cu;kg;388,38
1995;Metales pesados;4;Procesos industriales sin combustión;Cu;kg;13,79
1995;Metales pesados;5;Extracción y distribución de combustibles fósiles y energía geotérmica;Cu;kg;0
1995;Metales pesados;6;Uso de disolventes y otros productos;Cu;kg;13,87
1995;Metales pesados;7;Transporte por carretera;Cu;kg;7872,95
1995;Metales pesados;8;Otros modos de transporte y maquinaria móvil;Cu;kg;84,48
1995;Metales pesados;9;Tratamiento y eliminación de residuos;Cu;kg;9,85
1995;Metales pesados;10;Agricultura;Cu;kg;4,77
1995;Metales pesados;11;Otras fuentes y sumideros (naturaleza);Cu;kg;0
1995;Metales pesados;1;Combustión en la producción y transformación de energía;Hg;kg;0
1995;Metales pesados;2;Plantas de combustión no industrial;Hg;kg;26,56
1995;Metales pesados;3;Plantas de combustión industrial;Hg;kg;252,37
1995;Metales pesados;4;Procesos industriales sin combustión;Hg;kg;50,39
1995;Metales pesados;5;Extracción y distribución de combustibles fósiles y energía geotérmica;Hg;kg;0
1995;Metales pesados;6;Uso de disolventes y otros productos;Hg;kg;28,27
1995;Metales pesados;7;Transporte por carretera;Hg;kg;15,95
1995;Metales pesados;8;Otros modos de transporte y maquinaria móvil;Hg;kg;2,59
1995;Metales pesados;9;Tratamiento y eliminación de residuos;Hg;kg;15,77
1995;Metales pesados;10;Agricultura;Hg;kg;7,14
1995;Metales pesados;11;Otras fuentes y sumideros (naturaleza);Hg;kg;0
1995;Metales pesados;1;Combustión en la producción y transformación de energía;Ni;kg;0
1995;Metales pesados;2;Plantas de combustión no industrial;Ni;kg;2867,1
1995;Metales pesados;3;Plantas de combustión industrial;Ni;kg;3587,36
1995;Metales pesados;4;Procesos industriales sin combustión;Ni;kg;268,98
1995;Metales pesados;5;Extracción y distribución de combustibles fósiles y energía geotérmica;Ni;kg;0
1995;Metales pesados;6;Uso de disolventes y otros productos;Ni;kg;6,89
1995;Metales pesados;7;Transporte por carretera;Ni;kg;164,89
1995;Metales pesados;8;Otros modos de transporte y maquinaria móvil;Ni;kg;3,2
1995;Metales pesados;9;Tratamiento y eliminación de residuos;Ni;kg;0,25
1995;Metales pesados;10;Agricultura;Ni;kg;2,76
1995;Metales pesados;11;Otras fuentes y sumideros (naturaleza);Ni;kg;0
1995;Metales pesados;1;Combustión en la producción y transformación de energía;Pb;kg;0
1995;Metales pesados;2;Plantas de combustión no industrial;Pb;kg;840,88
1995;Metales pesados;3;Plantas de combustión industrial;Pb;kg;3018,87
1995;Metales pesados;4;Procesos industriales sin combustión;Pb;kg;1011,34
1995;Metales pesados;5;Extracción y distribución de combustibles fósiles y energía geotérmica;Pb;kg;0
1995;Metales pesados;6;Uso de disolventes y otros productos;Pb;kg;0,19
1995;Metales pesados;7;Transporte por carretera;Pb;kg;103447,97
1995;Metales pesados;8;Otros modos de transporte y maquinaria móvil;Pb;kg;13,9
1995;Metales pesados;9;Tratamiento y eliminación de residuos;Pb;kg;14,49
1995;Metales pesados;10;Agricultura;Pb;kg;3,9
1995;Metales pesados;11;Otras fuentes y sumideros (naturaleza);Pb;kg;0
1995;Metales pesados;1;Combustión en la producción y transformación de energía;Se;kg;0
1995;Metales pesados;2;Plantas de combustión no industrial;Se;kg;8,99
1995;Metales pesados;3;Plantas de combustión industrial;Se;kg;38,05
1995;Metales pesados;4;Procesos industriales sin combustión;Se;kg;0
1995;Metales pesados;5;Extracción y distribución de combustibles fósiles y energía geotérmica;Se;kg;0
1995;Metales pesados;6;Uso de disolventes y otros productos;Se;kg;0
1995;Metales pesados;7;Transporte por carretera;Se;kg;23,5
1995;Metales pesados;8;Otros modos de transporte y maquinaria móvil;Se;kg;0,55
1995;Metales pesados;9;Tratamiento y eliminación de residuos;Se;kg;1,16
1995;Metales pesados;10;Agricultura;Se;kg;2,05
1995;Metales pesados;11;Otras fuentes y sumideros (naturaleza);Se;kg;0
1995;Metales pesados;1;Combustión en la producción y transformación de energía;Zn;kg;0
1995;Metales pesados;2;Plantas de combustión no industrial;Zn;kg;1536,21
1995;Metales pesados;3;Plantas de combustión industrial;Zn;kg;4213,79
1995;Metales pesados;4;Procesos industriales sin combustión;Zn;kg;1529,11
1995;Metales pesados;5;Extracción y distribución de combustibles fósiles y energía geotérmica;Zn;kg;0
1995;Metales pesados;6;Uso de disolventes y otros productos;Zn;kg;6,95
1995;Metales pesados;7;Transporte por carretera;Zn;kg;3870,3
1995;Metales pesados;8;Otros modos de transporte y maquinaria móvil;Zn;kg;66,04
1995;Metales pesados;9;Tratamiento y eliminación de residuos;Zn;kg;351,78
1995;Metales pesados;10;Agricultura;Zn;kg;47,1
1995;Metales pesados;11;Otras fuentes y sumideros (naturaleza);Zn;kg;0
1995;Partículas;1;Combustión en la producción y transformación de energía;PM2,5;t;0
1995;Partículas;2;Plantas de combustión no industrial;PM2,5;t;0
1995;Partículas;3;Plantas de combustión industrial;PM2,5;t;0
1995;Partículas;4;Procesos industriales sin combustión;PM2,5;t;0
1995;Partículas;5;Extracción y distribución de combustibles fósiles y energía geotérmica;PM2,5;t;0
1995;Partículas;6;Uso de disolventes y otros productos;PM2,5;t;0
1995;Partículas;7;Transporte por carretera;PM2,5;t;0
1995;Partículas;8;Otros modos de transporte y maquinaria móvil;PM2,5;t;0
1995;Partículas;9;Tratamiento y eliminación de residuos;PM2,5;t;0
1995;Partículas;10;Agricultura;PM2,5;t;0
1995;Partículas;11;Otras fuentes y sumideros (naturaleza);PM2,5;t;0
1995;Partículas;1;Combustión en la producción y transformación de energía;PM10;t;0
1995;Partículas;2;Plantas de combustión no industrial;PM10;t;0
1995;Partículas;3;Plantas de combustión industrial;PM10;t;0
1995;Partículas;4;Procesos industriales sin combustión;PM10;t;0
1995;Partículas;5;Extracción y distribución de combustibles fósiles y energía geotérmica;PM10;t;0
1995;Partículas;6;Uso de disolventes y otros productos;PM10;t;0
1995;Partículas;7;Transporte por carretera;PM10;t;0
1995;Partículas;8;Otros modos de transporte y maquinaria móvil;PM10;t;0
1995;Partículas;9;Tratamiento y eliminación de residuos;PM10;t;0
1995;Partículas;10;Agricultura;PM10;t;0
1995;Partículas;11;Otras fuentes y sumideros (naturaleza);PM10;t;0
1995;Partículas;1;Combustión en la producción y transformación de energía;PST;t;0
1995;Partículas;2;Plantas de combustión no industrial;PST;t;0
1995;Partículas;3;Plantas de combustión industrial;PST;t;0
1995;Partículas;4;Procesos industriales sin combustión;PST;t;0
1995;Partículas;5;Extracción y distribución de combustibles fósiles y energía geotérmica;PST;t;0
1995;Partículas;6;Uso de disolventes y otros productos;PST;t;0
1995;Partículas;7;Transporte por carretera;PST;t;0
1995;Partículas;8;Otros modos de transporte y maquinaria móvil;PST;t;0
1995;Partículas;9;Tratamiento y eliminación de residuos;PST;t;0
1995;Partículas;10;Agricultura;PST;t;0
1995;Partículas;11;Otras fuentes y sumideros (naturaleza);PST;t;0
1995;Partículas;1;Combustión en la producción y transformación de energía;BC;t;0
1995;Partículas;2;Plantas de combustión no industrial;BC;t;0
1995;Partículas;3;Plantas de combustión industrial;BC;t;0
1995;Partículas;4;Procesos industriales sin combustión;BC;t;0
1995;Partículas;5;Extracción y distribución de combustibles fósiles y energía geotérmica;BC;t;0
1995;Partículas;6;Uso de disolventes y otros productos;BC;t;0
1995;Partículas;7;Transporte por carretera;BC;t;0
1995;Partículas;8;Otros modos de transporte y maquinaria móvil;BC;t;0
1995;Partículas;9;Tratamiento y eliminación de residuos;BC;t;0
1995;Partículas;10;Agricultura;BC;t;0
1995;Partículas;11;Otras fuentes y sumideros (naturaleza);BC;t;0
1995;Contaminantes orgánicos persistentes;1;Combustión en la producción y transformación de energía;HCB;kg;0
1995;Contaminantes orgánicos persistentes;2;Plantas de combustión no industrial;HCB;kg;0,01
1995;Contaminantes orgánicos persistentes;3;Plantas de combustión industrial;HCB;kg;0,03
1995;Contaminantes orgánicos persistentes;4;Procesos industriales sin combustión;HCB;kg;0
1995;Contaminantes orgánicos persistentes;5;Extracción y distribución de combustibles fósiles y energía geotérmica;HCB;kg;0
1995;Contaminantes orgánicos persistentes;6;Uso de disolventes y otros productos;HCB;kg;0
1995;Contaminantes orgánicos persistentes;7;Transporte por carretera;HCB;kg;0
1995;Contaminantes orgánicos persistentes;8;Otros modos de transporte y maquinaria móvil;HCB;kg;0
1995;Contaminantes orgánicos persistentes;9;Tratamiento y eliminación de residuos;HCB;kg;0
1995;Contaminantes orgánicos persistentes;10;Agricultura;HCB;kg;0,6
1995;Contaminantes orgánicos persistentes;11;Otras fuentes y sumideros (naturaleza);HCB;kg;0
1995;Contaminantes orgánicos persistentes;1;Combustión en la producción y transformación de energía;DIOX;g;0
1995;Contaminantes orgánicos persistentes;2;Plantas de combustión no industrial;DIOX;g;2,3
1995;Contaminantes orgánicos persistentes;3;Plantas de combustión industrial;DIOX;g;1,31
1995;Contaminantes orgánicos persistentes;4;Procesos industriales sin combustión;DIOX;g;2,15
1995;Contaminantes orgánicos persistentes;5;Extracción y distribución de combustibles fósiles y energía geotérmica;DIOX;g;0
1995;Contaminantes orgánicos persistentes;6;Uso de disolventes y otros productos;DIOX;g;0
1995;Contaminantes orgánicos persistentes;7;Transporte por carretera;DIOX;g;0,96
1995;Contaminantes orgánicos persistentes;8;Otros modos de transporte y maquinaria móvil;DIOX;g;0
1995;Contaminantes orgánicos persistentes;9;Tratamiento y eliminación de residuos;DIOX;g;3,55
1995;Contaminantes orgánicos persistentes;10;Agricultura;DIOX;g;0,04
1995;Contaminantes orgánicos persistentes;11;Otras fuentes y sumideros (naturaleza);DIOX;g;0
1995;Contaminantes orgánicos persistentes;1;Combustión en la producción y transformación de energía;BENZO(a);kg;0
1995;Contaminantes orgánicos persistentes;2;Plantas de combustión no industrial;BENZO(a);kg;996,12
1995;Contaminantes orgánicos persistentes;3;Plantas de combustión industrial;BENZO(a);kg;146,3
1995;Contaminantes orgánicos persistentes;4;Procesos industriales sin combustión;BENZO(a);kg;0
1995;Contaminantes orgánicos persistentes;5;Extracción y distribución de combustibles fósiles y energía geotérmica;BENZO(a);kg;0
1995;Contaminantes orgánicos persistentes;6;Uso de disolventes y otros productos;BENZO(a);kg;0,33
1995;Contaminantes orgánicos persistentes;7;Transporte por carretera;BENZO(a);kg;21,43
1995;Contaminantes orgánicos persistentes;8;Otros modos de transporte y maquinaria móvil;BENZO(a);kg;1,31
1995;Contaminantes orgánicos persistentes;9;Tratamiento y eliminación de residuos;BENZO(a);kg;0,11
1995;Contaminantes orgánicos persistentes;10;Agricultura;BENZO(a);kg;190,36
1995;Contaminantes orgánicos persistentes;11;Otras fuentes y sumideros (naturaleza);BENZO(a);kg;0
1995;Contaminantes orgánicos persistentes;1;Combustión en la producción y transformación de energía;BENZO(b);kg;0
1995;Contaminantes orgánicos persistentes;2;Plantas de combustión no industrial;BENZO(b);kg;938,6
1995;Contaminantes orgánicos persistentes;3;Plantas de combustión industrial;BENZO(b);kg;210,28
1995;Contaminantes orgánicos persistentes;4;Procesos industriales sin combustión;BENZO(b);kg;0
1995;Contaminantes orgánicos persistentes;5;Extracción y distribución de combustibles fósiles y energía geotérmica;BENZO(b);kg;0
1995;Contaminantes orgánicos persistentes;6;Uso de disolventes y otros productos;BENZO(b);kg;0,14
1995;Contaminantes orgánicos persistentes;7;Transporte por carretera;BENZO(b);kg;37,32
1995;Contaminantes orgánicos persistentes;8;Otros modos de transporte y maquinaria móvil;BENZO(b);kg;2,19
1995;Contaminantes orgánicos persistentes;9;Tratamiento y eliminación de residuos;BENZO(b);kg;0,2
1995;Contaminantes orgánicos persistentes;10;Agricultura;BENZO(b);kg;161,68
1995;Contaminantes orgánicos persistentes;11;Otras fuentes y sumideros (naturaleza);BENZO(b);kg;0
1995;Contaminantes orgánicos persistentes;1;Combustión en la producción y transformación de energía;BENZO(k);kg;0
1995;Contaminantes orgánicos persistentes;2;Plantas de combustión no industrial;BENZO(k);kg;377,25
1995;Contaminantes orgánicos persistentes;3;Plantas de combustión industrial;BENZO(k);kg;99,72
1995;Contaminantes orgánicos persistentes;4;Procesos industriales sin combustión;BENZO(k);kg;0
1995;Contaminantes orgánicos persistentes;5;Extracción y distribución de combustibles fósiles y energía geotérmica;BENZO(k);kg;0
1995;Contaminantes orgánicos persistentes;6;Uso de disolventes y otros productos;BENZO(k);kg;0,14
1995;Contaminantes orgánicos persistentes;7;Transporte por carretera;BENZO(k);kg;28,86
1995;Contaminantes orgánicos persistentes;8;Otros modos de transporte y maquinaria móvil;BENZO(k);kg;1,51
1995;Contaminantes orgánicos persistentes;9;Tratamiento y eliminación de residuos;BENZO(k);kg;0,46
1995;Contaminantes orgánicos persistentes;10;Agricultura;BENZO(k);kg;75,61
1995;Contaminantes orgánicos persistentes;11;Otras fuentes y sumideros (naturaleza);BENZO(k);kg;0
1995;Contaminantes orgánicos persistentes;1;Combustión en la producción y transformación de energía;INDENO;kg;0
1995;Contaminantes orgánicos persistentes;2;Plantas de combustión no industrial;INDENO;kg;359,52
1995;Contaminantes orgánicos persistentes;3;Plantas de combustión industrial;INDENO;kg;73,21
1995;Contaminantes orgánicos persistentes;4;Procesos industriales sin combustión;INDENO;kg;0
1995;Contaminantes orgánicos persistentes;5;Extracción y distribución de combustibles fósiles y energía geotérmica;INDENO;kg;0
1995;Contaminantes orgánicos persistentes;6;Uso de disolventes y otros productos;INDENO;kg;0,14
1995;Contaminantes orgánicos persistentes;7;Transporte por carretera;INDENO;kg;27,83
1995;Contaminantes orgánicos persistentes;8;Otros modos de transporte y maquinaria móvil;INDENO;kg;3,77
1995;Contaminantes orgánicos persistentes;9;Tratamiento y eliminación de residuos;INDENO;kg;0
1995;Contaminantes orgánicos persistentes;10;Agricultura;INDENO;kg;71,71
1995;Contaminantes orgánicos persistentes;11;Otras fuentes y sumideros (naturaleza);INDENO;kg;0
1995;Contaminantes orgánicos persistentes;1;Combustión en la producción y transformación de energía;HAP;kg;0
1995;Contaminantes orgánicos persistentes;2;Plantas de combustión no industrial;HAP;kg;2671,49
1995;Contaminantes orgánicos persistentes;3;Plantas de combustión industrial;HAP;kg;529,51
1995;Contaminantes orgánicos persistentes;4;Procesos industriales sin combustión;HAP;kg;318,26
1995;Contaminantes orgánicos persistentes;5;Extracción y distribución de combustibles fósiles y energía geotérmica;HAP;kg;0
1995;Contaminantes orgánicos persistentes;6;Uso de disolventes y otros productos;HAP;kg;0,74
1995;Contaminantes orgánicos persistentes;7;Transporte por carretera;HAP;kg;115,44
1995;Contaminantes orgánicos persistentes;8;Otros modos de transporte y maquinaria móvil;HAP;kg;8,77
1995;Contaminantes orgánicos persistentes;9;Tratamiento y eliminación de residuos;HAP;kg;0,78
1995;Contaminantes orgánicos persistentes;10;Agricultura;HAP;kg;499,35
1995;Contaminantes orgánicos persistentes;11;Otras fuentes y sumideros (naturaleza);HAP;kg;0
1995;Contaminantes orgánicos persistentes;1;Combustión en la producción y transformación de energía;PCB;kg;0
1995;Contaminantes orgánicos persistentes;2;Plantas de combustión no industrial;PCB;kg;0,58
1995;Contaminantes orgánicos persistentes;3;Plantas de combustión industrial;PCB;kg;1,4
1995;Contaminantes orgánicos persistentes;4;Procesos industriales sin combustión;PCB;kg;1,66
