atm_inventario_año;atm_inventario_grupo_cont;atm_inventario_sector;atm_inventario_sector_descripcion;atm_inventario_cont_desc;atm_inventario_cont_unidades;atm_inventario_cont_cantidad
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;N2O;t;0
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;N2O;t;0
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;N2O;t;143,5
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;N2O;t;343,74
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;N2O;t;185,84
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;N2O;t;479,78
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;N2O;t;209,36
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);N2O;t;8,23
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;NH3;t;0
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;NH3;t;68,45
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;NH3;t;113,48
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;NH3;t;0
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;NH3;t;0
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;NH3;t;53,93
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;NH3;t;533
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;NH3;t;0,4
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;NH3;t;459,81
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;NH3;t;3283,19
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);NH3;t;4,72
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;SF6;t CO2eq;0
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;SF6;t CO2eq;0
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;SF6;t CO2eq;0
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;SF6;t CO2eq;0
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;SF6;t CO2eq;0
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;SF6;t CO2eq;26606,66
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;SF6;t CO2eq;0
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;SF6;t CO2eq;0
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;SF6;t CO2eq;0
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;SF6;t CO2eq;0
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);SF6;t CO2eq;0
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;HFC;t CO2eq;0
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;HFC;t CO2eq;0
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;HFC;t CO2eq;0
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;HFC;t CO2eq;0
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;HFC;t CO2eq;0
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;HFC;t CO2eq;1188980,99
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;HFC;t CO2eq;0
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;HFC;t CO2eq;0
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;HFC;t CO2eq;0
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;HFC;t CO2eq;0
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);HFC;t CO2eq;0
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;PFC;t CO2eq;0
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;PFC;t CO2eq;0
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;PFC;t CO2eq;0
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;PFC;t CO2eq;0
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;PFC;t CO2eq;0
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;PFC;t CO2eq;956,8
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;PFC;t CO2eq;0
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;PFC;t CO2eq;0
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;PFC;t CO2eq;0
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;PFC;t CO2eq;0
2015;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);PFC;t CO2eq;0
2015;Metales pesados;1;Combustión en la producción y transformación de energía;As;kg;0,08
2015;Metales pesados;2;Plantas de combustión no industrial;As;kg;25,11
2015;Metales pesados;3;Plantas de combustión industrial;As;kg;8,97
2015;Metales pesados;4;Procesos industriales sin combustión;As;kg;1,84
2015;Metales pesados;5;Extracción y distribución de combustibles fósiles y energía geotérmica;As;kg;0
2015;Metales pesados;6;Uso de disolventes y otros productos;As;kg;0
2015;Metales pesados;7;Transporte por carretera;As;kg;12,8
2015;Metales pesados;8;Otros modos de transporte y maquinaria móvil;As;kg;0,21
2015;Metales pesados;9;Tratamiento y eliminación de residuos;As;kg;13,68
2015;Metales pesados;10;Agricultura;As;kg;0
2015;Metales pesados;11;Otras fuentes y sumideros (naturaleza);As;kg;0
2015;Metales pesados;1;Combustión en la producción y transformación de energía;Cd;kg;0
2015;Metales pesados;2;Plantas de combustión no industrial;Cd;kg;26,44
2015;Metales pesados;3;Plantas de combustión industrial;Cd;kg;42,55
2015;Metales pesados;4;Procesos industriales sin combustión;Cd;kg;27,26
2015;Metales pesados;5;Extracción y distribución de combustibles fósiles y energía geotérmica;Cd;kg;0
2015;Metales pesados;6;Uso de disolventes y otros productos;Cd;kg;55,23
2015;Metales pesados;7;Transporte por carretera;Cd;kg;38,45
2015;Metales pesados;8;Otros modos de transporte y maquinaria móvil;Cd;kg;0,57
2015;Metales pesados;9;Tratamiento y eliminación de residuos;Cd;kg;41,18
2015;Metales pesados;10;Agricultura;Cd;kg;0
2015;Metales pesados;11;Otras fuentes y sumideros (naturaleza);Cd;kg;0
2015;Metales pesados;1;Combustión en la producción y transformación de energía;Cr;kg;0,01
2015;Metales pesados;2;Plantas de combustión no industrial;Cr;kg;289,85
2015;Metales pesados;3;Plantas de combustión industrial;Cr;kg;136,08
2015;Metales pesados;4;Procesos industriales sin combustión;Cr;kg;23,85
2015;Metales pesados;5;Extracción y distribución de combustibles fósiles y energía geotérmica;Cr;kg;0
2015;Metales pesados;6;Uso de disolventes y otros productos;Cr;kg;0,01
2015;Metales pesados;7;Transporte por carretera;Cr;kg;554,09
2015;Metales pesados;8;Otros modos de transporte y maquinaria móvil;Cr;kg;27,91
2015;Metales pesados;9;Tratamiento y eliminación de residuos;Cr;kg;61,89
2015;Metales pesados;10;Agricultura;Cr;kg;0
2015;Metales pesados;11;Otras fuentes y sumideros (naturaleza);Cr;kg;0
2015;Metales pesados;1;Combustión en la producción y transformación de energía;Cu;kg;0
2015;Metales pesados;2;Plantas de combustión no industrial;Cu;kg;81,06
2015;Metales pesados;3;Plantas de combustión industrial;Cu;kg;41,91
2015;Metales pesados;4;Procesos industriales sin combustión;Cu;kg;4,54
2015;Metales pesados;5;Extracción y distribución de combustibles fósiles y energía geotérmica;Cu;kg;0
2015;Metales pesados;6;Uso de disolventes y otros productos;Cu;kg;55,48
2015;Metales pesados;7;Transporte por carretera;Cu;kg;14147,43
2015;Metales pesados;8;Otros modos de transporte y maquinaria móvil;Cu;kg;94,75
2015;Metales pesados;9;Tratamiento y eliminación de residuos;Cu;kg;109,14
2015;Metales pesados;10;Agricultura;Cu;kg;0
2015;Metales pesados;11;Otras fuentes y sumideros (naturaleza);Cu;kg;0
2015;Metales pesados;1;Combustión en la producción y transformación de energía;Hg;kg;0,07
2015;Metales pesados;2;Plantas de combustión no industrial;Hg;kg;17,3
2015;Metales pesados;3;Plantas de combustión industrial;Hg;kg;19,63
2015;Metales pesados;4;Procesos industriales sin combustión;Hg;kg;17,26
2015;Metales pesados;5;Extracción y distribución de combustibles fósiles y energía geotérmica;Hg;kg;0
2015;Metales pesados;6;Uso de disolventes y otros productos;Hg;kg;22,03
2015;Metales pesados;7;Transporte por carretera;Hg;kg;21,62
2015;Metales pesados;8;Otros modos de transporte y maquinaria móvil;Hg;kg;4,84
2015;Metales pesados;9;Tratamiento y eliminación de residuos;Hg;kg;43,64
2015;Metales pesados;10;Agricultura;Hg;kg;0
2015;Metales pesados;11;Otras fuentes y sumideros (naturaleza);Hg;kg;0
2015;Metales pesados;1;Combustión en la producción y transformación de energía;Ni;kg;0,01
2015;Metales pesados;2;Plantas de combustión no industrial;Ni;kg;2371,67
2015;Metales pesados;3;Plantas de combustión industrial;Ni;kg;483,24
2015;Metales pesados;4;Procesos industriales sin combustión;Ni;kg;93,13
2015;Metales pesados;5;Extracción y distribución de combustibles fósiles y energía geotérmica;Ni;kg;0
2015;Metales pesados;6;Uso de disolventes y otros productos;Ni;kg;27,63
2015;Metales pesados;7;Transporte por carretera;Ni;kg;296,79
2015;Metales pesados;8;Otros modos de transporte y maquinaria móvil;Ni;kg;3,42
2015;Metales pesados;9;Tratamiento y eliminación de residuos;Ni;kg;39,55
2015;Metales pesados;10;Agricultura;Ni;kg;0
2015;Metales pesados;11;Otras fuentes y sumideros (naturaleza);Ni;kg;0
2015;Metales pesados;1;Combustión en la producción y transformación de energía;Pb;kg;0,01
2015;Metales pesados;2;Plantas de combustión no industrial;Pb;kg;393,25
2015;Metales pesados;3;Plantas de combustión industrial;Pb;kg;141,4
2015;Metales pesados;4;Procesos industriales sin combustión;Pb;kg;340,72
2015;Metales pesados;5;Extracción y distribución de combustibles fósiles y energía geotérmica;Pb;kg;0
2015;Metales pesados;6;Uso de disolventes y otros productos;Pb;kg;0,43
2015;Metales pesados;7;Transporte por carretera;Pb;kg;2430,84
2015;Metales pesados;8;Otros modos de transporte y maquinaria móvil;Pb;kg;307,18
2015;Metales pesados;9;Tratamiento y eliminación de residuos;Pb;kg;142,06
2015;Metales pesados;10;Agricultura;Pb;kg;0
2015;Metales pesados;11;Otras fuentes y sumideros (naturaleza);Pb;kg;0
2015;Metales pesados;1;Combustión en la producción y transformación de energía;Se;kg;0,03
2015;Metales pesados;2;Plantas de combustión no industrial;Se;kg;5,08
2015;Metales pesados;3;Plantas de combustión industrial;Se;kg;16,24
2015;Metales pesados;4;Procesos industriales sin combustión;Se;kg;0
2015;Metales pesados;5;Extracción y distribución de combustibles fósiles y energía geotérmica;Se;kg;0
2015;Metales pesados;6;Uso de disolventes y otros productos;Se;kg;0
2015;Metales pesados;7;Transporte por carretera;Se;kg;42,47
2015;Metales pesados;8;Otros modos de transporte y maquinaria móvil;Se;kg;0,67
2015;Metales pesados;9;Tratamiento y eliminación de residuos;Se;kg;4,74
2015;Metales pesados;10;Agricultura;Se;kg;0
2015;Metales pesados;11;Otras fuentes y sumideros (naturaleza);Se;kg;0
2015;Metales pesados;1;Combustión en la producción y transformación de energía;Zn;kg;0,32
2015;Metales pesados;2;Plantas de combustión no industrial;Zn;kg;1186,21
2015;Metales pesados;3;Plantas de combustión industrial;Zn;kg;1669,06
2015;Metales pesados;4;Procesos industriales sin combustión;Zn;kg;522,44
2015;Metales pesados;5;Extracción y distribución de combustibles fósiles y energía geotérmica;Zn;kg;0
2015;Metales pesados;6;Uso de disolventes y otros productos;Zn;kg;27,76
2015;Metales pesados;7;Transporte por carretera;Zn;kg;6934,77
2015;Metales pesados;8;Otros modos de transporte y maquinaria móvil;Zn;kg;86,57
2015;Metales pesados;9;Tratamiento y eliminación de residuos;Zn;kg;601,81
2015;Metales pesados;10;Agricultura;Zn;kg;0
2015;Metales pesados;11;Otras fuentes y sumideros (naturaleza);Zn;kg;0
2015;Partículas;1;Combustión en la producción y transformación de energía;PM2,5;t;64,07
2015;Partículas;2;Plantas de combustión no industrial;PM2,5;t;1150,92
2015;Partículas;3;Plantas de combustión industrial;PM2,5;t;522,05
2015;Partículas;4;Procesos industriales sin combustión;PM2,5;t;207,99
2015;Partículas;5;Extracción y distribución de combustibles fósiles y energía geotérmica;PM2,5;t;0
2015;Partículas;6;Uso de disolventes y otros productos;PM2,5;t;304,89
2015;Partículas;7;Transporte por carretera;PM2,5;t;1720,15
2015;Partículas;8;Otros modos de transporte y maquinaria móvil;PM2,5;t;339,26
2015;Partículas;9;Tratamiento y eliminación de residuos;PM2,5;t;291,89
2015;Partículas;10;Agricultura;PM2,5;t;37,36
2015;Partículas;11;Otras fuentes y sumideros (naturaleza);PM2,5;t;66,98
2015;Partículas;1;Combustión en la producción y transformación de energía;PM10;t;64,07
2015;Partículas;2;Plantas de combustión no industrial;PM10;t;1309,35
2015;Partículas;3;Plantas de combustión industrial;PM10;t;558,56
2015;Partículas;4;Procesos industriales sin combustión;PM10;t;1976,58
2015;Partículas;5;Extracción y distribución de combustibles fósiles y energía geotérmica;PM10;t;0
2015;Partículas;6;Uso de disolventes y otros productos;PM10;t;331,43
2015;Partículas;7;Transporte por carretera;PM10;t;2294,06
2015;Partículas;8;Otros modos de transporte y maquinaria móvil;PM10;t;339,74
2015;Partículas;9;Tratamiento y eliminación de residuos;PM10;t;299,24
2015;Partículas;10;Agricultura;PM10;t;631,63
2015;Partículas;11;Otras fuentes y sumideros (naturaleza);PM10;t;81,87
2015;Partículas;1;Combustión en la producción y transformación de energía;PST;t;64,07
2015;Partículas;2;Plantas de combustión no industrial;PST;t;1495,45
2015;Partículas;3;Plantas de combustión industrial;PST;t;602,6
2015;Partículas;4;Procesos industriales sin combustión;PST;t;6186,47
2015;Partículas;5;Extracción y distribución de combustibles fósiles y energía geotérmica;PST;t;0
2015;Partículas;6;Uso de disolventes y otros productos;PST;t;336,91
2015;Partículas;7;Transporte por carretera;PST;t;3013,17
2015;Partículas;8;Otros modos de transporte y maquinaria móvil;PST;t;340,32
2015;Partículas;9;Tratamiento y eliminación de residuos;PST;t;306,44
2015;Partículas;10;Agricultura;PST;t;787,61
2015;Partículas;11;Otras fuentes y sumideros (naturaleza);PST;t;126,52
2015;Partículas;1;Combustión en la producción y transformación de energía;BC;t;0,01
2015;Partículas;2;Plantas de combustión no industrial;BC;t;94,57
2015;Partículas;3;Plantas de combustión industrial;BC;t;131,23
2015;Partículas;4;Procesos industriales sin combustión;BC;t;0,17
2015;Partículas;5;Extracción y distribución de combustibles fósiles y energía geotérmica;BC;t;0
2015;Partículas;6;Uso de disolventes y otros productos;BC;t;124,27
2015;Partículas;7;Transporte por carretera;BC;t;891,08
2015;Partículas;8;Otros modos de transporte y maquinaria móvil;BC;t;167,59
2015;Partículas;9;Tratamiento y eliminación de residuos;BC;t;60,75
2015;Partículas;10;Agricultura;BC;t;0
2015;Partículas;11;Otras fuentes y sumideros (naturaleza);BC;t;6,03
2015;Contaminantes orgánicos persistentes;1;Combustión en la producción y transformación de energía;HCB;kg;0
2015;Contaminantes orgánicos persistentes;2;Plantas de combustión no industrial;HCB;kg;0,01
2015;Contaminantes orgánicos persistentes;3;Plantas de combustión industrial;HCB;kg;0,02
2015;Contaminantes orgánicos persistentes;4;Procesos industriales sin combustión;HCB;kg;0
2015;Contaminantes orgánicos persistentes;5;Extracción y distribución de combustibles fósiles y energía geotérmica;HCB;kg;0
2015;Contaminantes orgánicos persistentes;6;Uso de disolventes y otros productos;HCB;kg;0
2015;Contaminantes orgánicos persistentes;7;Transporte por carretera;HCB;kg;0
2015;Contaminantes orgánicos persistentes;8;Otros modos de transporte y maquinaria móvil;HCB;kg;0
2015;Contaminantes orgánicos persistentes;9;Tratamiento y eliminación de residuos;HCB;kg;0,03
2015;Contaminantes orgánicos persistentes;10;Agricultura;HCB;kg;0,08
2015;Contaminantes orgánicos persistentes;11;Otras fuentes y sumideros (naturaleza);HCB;kg;0
2015;Contaminantes orgánicos persistentes;1;Combustión en la producción y transformación de energía;DIOX;g;0
2015;Contaminantes orgánicos persistentes;2;Plantas de combustión no industrial;DIOX;g;1,37
2015;Contaminantes orgánicos persistentes;3;Plantas de combustión industrial;DIOX;g;0,36
2015;Contaminantes orgánicos persistentes;4;Procesos industriales sin combustión;DIOX;g;0,97
2015;Contaminantes orgánicos persistentes;5;Extracción y distribución de combustibles fósiles y energía geotérmica;DIOX;g;0
2015;Contaminantes orgánicos persistentes;6;Uso de disolventes y otros productos;DIOX;g;0
2015;Contaminantes orgánicos persistentes;7;Transporte por carretera;DIOX;g;1,38
2015;Contaminantes orgánicos persistentes;8;Otros modos de transporte y maquinaria móvil;DIOX;g;0
2015;Contaminantes orgánicos persistentes;9;Tratamiento y eliminación de residuos;DIOX;g;12,73
2015;Contaminantes orgánicos persistentes;10;Agricultura;DIOX;g;0
2015;Contaminantes orgánicos persistentes;11;Otras fuentes y sumideros (naturaleza);DIOX;g;0
2015;Contaminantes orgánicos persistentes;1;Combustión en la producción y transformación de energía;BENZO(a);kg;0
2015;Contaminantes orgánicos persistentes;2;Plantas de combustión no industrial;BENZO(a);kg;416,41
2015;Contaminantes orgánicos persistentes;3;Plantas de combustión industrial;BENZO(a);kg;32,6
2015;Contaminantes orgánicos persistentes;4;Procesos industriales sin combustión;BENZO(a);kg;0
2015;Contaminantes orgánicos persistentes;5;Extracción y distribución de combustibles fósiles y energía geotérmica;BENZO(a);kg;0
2015;Contaminantes orgánicos persistentes;6;Uso de disolventes y otros productos;BENZO(a);kg;1,25
2015;Contaminantes orgánicos persistentes;7;Transporte por carretera;BENZO(a);kg;60,16
2015;Contaminantes orgánicos persistentes;8;Otros modos de transporte y maquinaria móvil;BENZO(a);kg;1,39
2015;Contaminantes orgánicos persistentes;9;Tratamiento y eliminación de residuos;BENZO(a);kg;0,14
2015;Contaminantes orgánicos persistentes;10;Agricultura;BENZO(a);kg;0
2015;Contaminantes orgánicos persistentes;11;Otras fuentes y sumideros (naturaleza);BENZO(a);kg;0
2015;Contaminantes orgánicos persistentes;1;Combustión en la producción y transformación de energía;BENZO(b);kg;0
2015;Contaminantes orgánicos persistentes;2;Plantas de combustión no industrial;BENZO(b);kg;402,6
2015;Contaminantes orgánicos persistentes;3;Plantas de combustión industrial;BENZO(b);kg;53,06
2015;Contaminantes orgánicos persistentes;4;Procesos industriales sin combustión;BENZO(b);kg;0
2015;Contaminantes orgánicos persistentes;5;Extracción y distribución de combustibles fósiles y energía geotérmica;BENZO(b);kg;0
2015;Contaminantes orgánicos persistentes;6;Uso de disolventes y otros productos;BENZO(b);kg;0,52
2015;Contaminantes orgánicos persistentes;7;Transporte por carretera;BENZO(b);kg;77,26
2015;Contaminantes orgánicos persistentes;8;Otros modos de transporte y maquinaria móvil;BENZO(b);kg;2,27
2015;Contaminantes orgánicos persistentes;9;Tratamiento y eliminación de residuos;BENZO(b);kg;0,25
2015;Contaminantes orgánicos persistentes;10;Agricultura;BENZO(b);kg;0
2015;Contaminantes orgánicos persistentes;11;Otras fuentes y sumideros (naturaleza);BENZO(b);kg;0
2015;Contaminantes orgánicos persistentes;1;Combustión en la producción y transformación de energía;BENZO(k);kg;0
2015;Contaminantes orgánicos persistentes;2;Plantas de combustión no industrial;BENZO(k);kg;161,53
2015;Contaminantes orgánicos persistentes;3;Plantas de combustión industrial;BENZO(k);kg;17,28
2015;Contaminantes orgánicos persistentes;4;Procesos industriales sin combustión;BENZO(k);kg;0
2015;Contaminantes orgánicos persistentes;5;Extracción y distribución de combustibles fósiles y energía geotérmica;BENZO(k);kg;0
2015;Contaminantes orgánicos persistentes;6;Uso de disolventes y otros productos;BENZO(k);kg;0,52
2015;Contaminantes orgánicos persistentes;7;Transporte por carretera;BENZO(k);kg;64,57
2015;Contaminantes orgánicos persistentes;8;Otros modos de transporte y maquinaria móvil;BENZO(k);kg;1,57
2015;Contaminantes orgánicos persistentes;9;Tratamiento y eliminación de residuos;BENZO(k);kg;0,56
2015;Contaminantes orgánicos persistentes;10;Agricultura;BENZO(k);kg;0
2015;Contaminantes orgánicos persistentes;11;Otras fuentes y sumideros (naturaleza);BENZO(k);kg;0
2015;Contaminantes orgánicos persistentes;1;Combustión en la producción y transformación de energía;INDENO;kg;0
2015;Contaminantes orgánicos persistentes;2;Plantas de combustión no industrial;INDENO;kg;170,69
2015;Contaminantes orgánicos persistentes;3;Plantas de combustión industrial;INDENO;kg;14,19
2015;Contaminantes orgánicos persistentes;4;Procesos industriales sin combustión;INDENO;kg;0
2015;Contaminantes orgánicos persistentes;5;Extracción y distribución de combustibles fósiles y energía geotérmica;INDENO;kg;0
2015;Contaminantes orgánicos persistentes;6;Uso de disolventes y otros productos;INDENO;kg;0,52
2015;Contaminantes orgánicos persistentes;7;Transporte por carretera;INDENO;kg;58,01
2015;Contaminantes orgánicos persistentes;8;Otros modos de transporte y maquinaria móvil;INDENO;kg;6,59
2015;Contaminantes orgánicos persistentes;9;Tratamiento y eliminación de residuos;INDENO;kg;0
2015;Contaminantes orgánicos persistentes;10;Agricultura;INDENO;kg;0
2015;Contaminantes orgánicos persistentes;11;Otras fuentes y sumideros (naturaleza);INDENO;kg;0
2015;Contaminantes orgánicos persistentes;1;Combustión en la producción y transformación de energía;HAP;kg;0
2015;Contaminantes orgánicos persistentes;2;Plantas de combustión no industrial;HAP;kg;1151,23
2015;Contaminantes orgánicos persistentes;3;Plantas de combustión industrial;HAP;kg;117,14
2015;Contaminantes orgánicos persistentes;4;Procesos industriales sin combustión;HAP;kg;109,03
2015;Contaminantes orgánicos persistentes;5;Extracción y distribución de combustibles fósiles y energía geotérmica;HAP;kg;0
2015;Contaminantes orgánicos persistentes;6;Uso de disolventes y otros productos;HAP;kg;2,79
2015;Contaminantes orgánicos persistentes;7;Transporte por carretera;HAP;kg;259,99
2015;Contaminantes orgánicos persistentes;8;Otros modos de transporte y maquinaria móvil;HAP;kg;11,81
2015;Contaminantes orgánicos persistentes;9;Tratamiento y eliminación de residuos;HAP;kg;0,96
2015;Contaminantes orgánicos persistentes;10;Agricultura;HAP;kg;0
2015;Contaminantes orgánicos persistentes;11;Otras fuentes y sumideros (naturaleza);HAP;kg;0
2015;Contaminantes orgánicos persistentes;1;Combustión en la producción y transformación de energía;PCB;kg;0
2015;Contaminantes orgánicos persistentes;2;Plantas de combustión no industrial;PCB;kg;0,21
2015;Contaminantes orgánicos persistentes;3;Plantas de combustión industrial;PCB;kg;0
2015;Contaminantes orgánicos persistentes;4;Procesos industriales sin combustión;PCB;kg;0,57
2015;Contaminantes orgánicos persistentes;5;Extracción y distribución de combustibles fósiles y energía geotérmica;PCB;kg;0
2015;Contaminantes orgánicos persistentes;6;Uso de disolventes y otros productos;PCB;kg;66,9
2015;Contaminantes orgánicos persistentes;7;Transporte por carretera;PCB;kg;0,28
2015;Contaminantes orgánicos persistentes;8;Otros modos de transporte y maquinaria móvil;PCB;kg;0
2015;Contaminantes orgánicos persistentes;9;Tratamiento y eliminación de residuos;PCB;kg;0,02
2015;Contaminantes orgánicos persistentes;10;Agricultura;PCB;kg;0
2015;Contaminantes orgánicos persistentes;11;Otras fuentes y sumideros (naturaleza);PCB;kg;0
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;SOx;t;5,24
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;SOx;t;4218,7
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;SOx;t;1330,39
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;SOx;t;7,96
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;SOx;t;0
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;SOx;t;1,66
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;SOx;t;40,8
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;SOx;t;1648,77
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;SOx;t;9,78
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;SOx;t;0
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);SOx;t;1,92
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;NOx;t;580,27
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;NOx;t;5328,42
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;NOx;t;3793,16
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;NOx;t;17,25
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;NOx;t;0
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;NOx;t;20,8
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;NOx;t;34431,78
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;NOx;t;32201,5
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;NOx;t;258,6
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;NOx;t;792,66
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);NOx;t;9,06
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;COVNM;t;48,13
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;COVNM;t;986,32
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;COVNM;t;1025,77
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;COVNM;t;1312,09
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;COVNM;t;680,52
2014;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;COVNM;t;34159,01
